"Country","iso","Year","CountryYear","Total","LTM","STM","Injection","NonUser","high","ReasonNotUsingSI","reason_note","scale","notes","discon_inj","discon_stm","discon_inj_note","discon_stm_note","Country_note","inj_to_si","stm_to_si","nu_to_si","si_bonus","max_siofsc","year_sc","year_si"
"Afghanistan",4,2029,"Afghanistan2029",12202728,588673.675861809,1754563.16176331,561938.048159903,9297553.11421498,0,0.893356321739635,"National",0.6,,0.171,0.1965,"","","61.6% of Injectables are from the Public Sector and 16.4% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Afghanistan",4,2030,"Afghanistan2030",12514998,624149.550698724,1864989.58292984,582320.544753485,9443538.32161795,0,0.893356321739635,"National",0.6,,0.171,0.1965,"","","61.6% of Injectables are from the Public Sector and 16.4% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.01,0.4,2022,2025
"Algeria",12,2019,"Algeria2019",10920580,243019.120543878,3162395.25702462,15301.5941107966,7499864.02832071,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2020,"Algeria2020",10994786,238541.750750359,3234642.96846097,20217.5895207612,7501383.69126791,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2021,"Algeria2021",11081389,232334.19745216,3287206.948075,25226.6881603499,7536621.16631249,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2022,"Algeria2022",11190331,225733.395251595,3337024.16397541,30394.9249164707,7597178.51585652,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2023,"Algeria2023",11315879,219512.633466816,3393386.85624652,36015.075104219,7666964.43518245,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2024,"Algeria2024",11445878,212517.167599495,3439339.01389924,41794.9798760815,7752226.83862519,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2025,"Algeria2025",11573642,204439.664225211,3471602.70577726,47377.5787493286,7850222.0512482,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2026,"Algeria2026",11723349,197919.079716686,3532869.67867089,53501.3462264027,7939058.89538602,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2027,"Algeria2027",11863566,190460.931687483,3579562.07418515,59991.6540858258,8033551.34004154,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2028,"Algeria2028",11999508,182049.014893307,3641155.67819927,65184.9269849768,8111118.37992245,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2029,"Algeria2029",12138154,172588.557709689,3688358.19962711,70075.8306435239,8207131.41201968,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Algeria",12,2030,"Algeria2030",12280886,163682.753484593,3751867.34417649,75384.9498059785,8289950.95253294,0,0.879502731121802,"Regional",0.823333333333333,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
"Angola",24,2019,"Angola2019",7335458,103160.288268283,621256.30718081,321769.845118964,6289271.55943194,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2020,"Angola2020",7607861,123184.833420103,631963.924637259,360651.482954564,6492060.75898807,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2021,"Angola2021",7888460,145071.619475472,639908.294488004,402290.310426339,6701189.77561019,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2022,"Angola2022",8177883,168970.891314158,645147.85164168,447035.000045355,6916729.25699881,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2023,"Angola2023",8477366,196601.327867817,652969.296323747,499108.376329851,7128686.99947858,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2024,"Angola2024",8788138,226494.09468827,656266.013205909,554550.401535218,7350827.4905706,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2025,"Angola2025",9110354,258241.529241634,654046.28884856,612225.410139983,7585840.77176982,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2026,"Angola2026",9436236,293458.459025283,649817.009662127,676102.071170064,7816858.46014253,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2027,"Angola2027",9774815,332314.830268281,642903.651696304,746222.46076882,8053374.05726659,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2028,"Angola2028",10123573,377599.283141405,636323.906359896,829007.432928965,8280642.37756973,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2029,"Angola2029",10479028,417166.803660766,636402.2507659,893122.825415645,8532336.12015769,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Angola",24,2030,"Angola2030",10839210,461002.262016268,635448.247922455,964929.418737704,8777830.07132357,0,0.893194178187224,"National",0.75,,0.413,0.4225,"","","87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2019,"Bangladesh2019",45732681,3571848.46526229,13024895.7258241,4105521.63586398,25030415.1730496,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2020,"Bangladesh2020",46215591,3641052.89047162,13346760.5564076,4078317.79264187,25149459.7604789,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2021,"Bangladesh2021",46658862,3708607.21665364,13661495.493966,4045254.94350956,25243504.3458708,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2022,"Bangladesh2022",47067552,3780738.53849493,13993879.7430333,4013671.11606504,25279262.6024067,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2023,"Bangladesh2023",47435382,3846460.04495654,14303875.4691268,3972037.62892955,25313008.8569871,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2024,"Bangladesh2024",47757987,3916422.14205675,14629968.1994228,3931439.76804903,25280156.8904715,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2025,"Bangladesh2025",48034845,3963954.57674277,14873491.9597562,3865845.47474342,25331552.9887576,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2026,"Bangladesh2026",48284176,4005131.82471754,15090622.9355495,3791744.94916529,25396676.2905677,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2027,"Bangladesh2027",48488758,4039744.72356216,15279349.602637,3709419.1698945,25460244.5039064,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2028,"Bangladesh2028",48648979,4083828.37839397,15504650.8078452,3634666.95424858,25425832.8595123,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2029,"Bangladesh2029",48767348,4122995.300159,15702598.785289,3552567.80089601,25389186.113656,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Bangladesh",50,2030,"Bangladesh2030",48847812,4153571.49777688,15872914.9128495,3463157.13842807,25358168.4509455,0,0.848515631975159,"National",0.6,,0.341,0.4315,"","","51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2019,"Belize2019",109294,20209.5962242929,14781.5948484723,8997.65684711552,65305.1520801193,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2020,"Belize2020",111525,20947.6403334704,15149.1896651181,9374.81681788117,66053.3531835303,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2021,"Belize2021",113644,21644.2546746753,15466.4502601169,9739.90777573539,66793.3872894724,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2022,"Belize2022",115568,22345.1713096748,15790.2605031499,10104.9803551545,67327.5878320208,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2023,"Belize2023",117354,23086.1689975657,16129.8853851293,10491.9285907395,67646.0170265655,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2024,"Belize2024",119115,23771.2304600731,16422.4887738044,10855.6689572767,68065.6118088458,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2025,"Belize2025",120898,24486.7268568848,16715.6586338589,11239.5820627363,68456.03244652,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2026,"Belize2026",122629,25042.8061586591,16914.9652215942,11545.3440359426,69125.8845838041,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2027,"Belize2027",124403,25764.4216697205,17209.3422319433,11932.6204635936,69496.6156347426,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2028,"Belize2028",126163,26391.2391657094,17431.5405150813,12278.6577633544,70061.5625558548,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2029,"Belize2029",127832,27021.5957572625,17650.6045969333,12628.026507408,70531.7731383961,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Belize",84,2030,"Belize2030",129369,27555.9216581099,17802.4467845285,12933.9722246732,71076.6593326884,0,0.944925214805653,"Regional",0.63,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
"Benin",204,2019,"Benin2019",2798003,188350.132140263,102804.603694388,55896.323255794,2450951.94090956,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2020,"Benin2020",2883397,211879.530944963,100886.287865667,58543.7746156792,2512087.40657369,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2021,"Benin2021",2969283,237848.854252561,98507.9716874765,61305.5604117841,2571620.61364818,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2022,"Benin2022",3057849,266697.454851325,96609.1677666272,64178.9446577645,2630363.43272428,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2023,"Benin2023",3149019,296449.208891555,93579.7506150831,66692.8190497468,2692297.22144361,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2024,"Benin2024",3242751,329330.202299359,90370.0142911333,69305.6959253232,2753745.08748418,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2025,"Benin2025",3338895,365186.053838456,86264.8259699774,71900.4814587974,2815543.63873277,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2026,"Benin2026",3434825,403055.3096276,81110.6774788214,74276.6709934644,2876382.34190011,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2027,"Benin2027",3533580,442632.033872238,74950.9838374483,76419.4565616152,2939577.5257287,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2028,"Benin2028",3634772,484927.096809712,67699.6680117324,78430.7014102858,3003714.53376827,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2029,"Benin2029",3737906,530089.438594143,59315.6709477863,80303.2000842008,3068197.69037387,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Benin",204,2030,"Benin2030",3842662,575287.987753278,52707.6036987215,81665.4870738644,3133000.92147414,0,0.843057423611326,"National",1,,0.565,0.3925,"","","80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.04,0.02,0.4,2022,2025
"Bhutan",64,2019,"Bhutan2019",205442,28017.0412764556,19240.8218668232,31086.9156557461,127097.221200975,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2020,"Bhutan2020",207659,28707.9524610179,20121.4752038202,31435.7471463042,127393.825188858,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2021,"Bhutan2021",209634,29341.4115382603,21042.181211557,31695.4920462282,127554.915203955,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2022,"Bhutan2022",211714,29949.6001089926,21935.6509790551,31918.0650488257,127910.683863127,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2023,"Bhutan2023",213765,30529.1035020815,22882.710186364,32086.9482433043,128266.23806825,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2024,"Bhutan2024",215550,31018.8189499552,23746.1773889619,32153.9153966152,128631.088264468,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2025,"Bhutan2025",216950,31493.5218291113,24641.9452082627,32187.7018014727,128626.831161153,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2026,"Bhutan2026",218242,32053.3716972911,25588.7691529903,32300.3033067095,128299.555843009,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2027,"Bhutan2027",219096,32438.4537889252,26437.265274286,32220.5794767333,127999.701460055,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2028,"Bhutan2028",219622,32814.1919433749,27254.3362109192,32127.0875836472,127426.384262059,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2029,"Bhutan2029",219975,33069.1697780172,28011.1691313418,31903.6725287593,126990.988561882,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bhutan",64,2030,"Bhutan2030",220217,33256.3905983535,28677.7928635102,31614.806326402,126668.010211734,1,0.882431185500047,"Regional",0.675,"regional average",0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
"Bolivia (Plurinational State of)",68,2019,"Bolivia (Plurinational State of)2019",2950644,424752.587846963,294985.356797237,284809.083132932,1946096.97222287,0,0.957349293858622,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Bolivia (Plurinational State of)",68,2020,"Bolivia (Plurinational State of)2020",2999942,441324.835297139,301576.611667687,302590.937468662,1954449.61556651,0,0.957349293858622,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Bolivia (Plurinational State of)",68,2021,"Bolivia (Plurinational State of)2021",3049786,454594.503886986,305508.236977035,318611.599514082,1971071.6596219,0,0.957349293858622,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Bolivia (Plurinational State of)",68,2022,"Bolivia (Plurinational State of)2022",3097277,468024.740861153,309154.175107128,335195.78057559,1984902.30345613,0,0.957349293858622,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
"Bolivia (Plurinational State of)",68,2023,"Bolivia (Plurinational State of)2023",3142765,483166.181295259,313277.845373113,353300.438519269,1993020.53481236,0,0.957349293858622,"National",0.6,,0.4,0.4,"No data, global average","No data, global average","64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.",0.16,0.08,0.02,0.025,0.4,2022,2025
