Country,iso,Year,CountryYear,Total,LTM,STM,Injection,NonUser,high,ReasonNotUsingSI,reason_note,scale,notes,discon_inj,discon_stm,discon_inj_note,discon_stm_note,Country_note,inj_to_si,stm_to_si,nu_to_si,si_bonus,max_siofsc,year_sc,year_si
Algeria,12,2026,Algeria2026,11723349,197919.0797,3532869.679,53501.34623,7939058.895,0,0.879502731,Regional,0.823333333,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
Algeria,12,2027,Algeria2027,11863566,190460.9317,3579562.074,59991.65409,8033551.34,0,0.879502731,Regional,0.823333333,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
Algeria,12,2028,Algeria2028,11999508,182049.0149,3641155.678,65184.92698,8111118.38,0,0.879502731,Regional,0.823333333,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
Algeria,12,2029,Algeria2029,12138154,172588.5577,3688358.2,70075.83064,8207131.412,0,0.879502731,Regional,0.823333333,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
Algeria,12,2030,Algeria2030,12280886,163682.7535,3751867.344,75384.94981,8289950.953,0,0.879502731,Regional,0.823333333,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.05,0.02,0.4,2022,2025
Angola,24,2019,Angola2019,7335458,103160.2883,621256.3072,321769.8451,6289271.559,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2020,Angola2020,7607861,123184.8334,631963.9246,360651.483,6492060.759,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2021,Angola2021,7888460,145071.6195,639908.2945,402290.3104,6701189.776,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2022,Angola2022,8177883,168970.8913,645147.8516,447035,6916729.257,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2023,Angola2023,8477366,196601.3279,652969.2963,499108.3763,7128686.999,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2024,Angola2024,8788138,226494.0947,656266.0132,554550.4015,7350827.491,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2025,Angola2025,9110354,258241.5292,654046.2888,612225.4101,7585840.772,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2026,Angola2026,9436236,293458.459,649817.0097,676102.0712,7816858.46,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2027,Angola2027,9774815,332314.8303,642903.6517,746222.4608,8053374.057,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2028,Angola2028,10123573,377599.2831,636323.9064,829007.4329,8280642.378,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2029,Angola2029,10479028,417166.8037,636402.2508,893122.8254,8532336.12,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Angola,24,2030,Angola2030,10839210,461002.262,635448.2479,964929.4187,8777830.071,0,0.893194178,National,0.75,,0.413,0.4225,,,87.1% of Injectables are from the Public Sector and 45.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2019,Bangladesh2019,45732681,3571848.465,13024895.73,4105521.636,25030415.17,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2020,Bangladesh2020,46215591,3641052.89,13346760.56,4078317.793,25149459.76,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2021,Bangladesh2021,46658862,3708607.217,13661495.49,4045254.944,25243504.35,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2022,Bangladesh2022,47067552,3780738.538,13993879.74,4013671.116,25279262.6,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2023,Bangladesh2023,47435382,3846460.045,14303875.47,3972037.629,25313008.86,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2024,Bangladesh2024,47757987,3916422.142,14629968.2,3931439.768,25280156.89,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2025,Bangladesh2025,48034845,3963954.577,14873491.96,3865845.475,25331552.99,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2026,Bangladesh2026,48284176,4005131.825,15090622.94,3791744.949,25396676.29,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2027,Bangladesh2027,48488758,4039744.724,15279349.6,3709419.17,25460244.5,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2028,Bangladesh2028,48648979,4083828.378,15504650.81,3634666.954,25425832.86,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2029,Bangladesh2029,48767348,4122995.3,15702598.79,3552567.801,25389186.11,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Bangladesh,50,2030,Bangladesh2030,48847812,4153571.498,15872914.91,3463157.138,25358168.45,0,0.848515632,National,0.6,,0.341,0.4315,,,51.2% of Injectables are from the Public Sector and 42.8% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2019,Belize2019,109294,20209.59622,14781.59485,8997.656847,65305.15208,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2020,Belize2020,111525,20947.64033,15149.18967,9374.816818,66053.35318,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2021,Belize2021,113644,21644.25467,15466.45026,9739.907776,66793.38729,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2022,Belize2022,115568,22345.17131,15790.2605,10104.98036,67327.58783,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2023,Belize2023,117354,23086.169,16129.88539,10491.92859,67646.01703,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2024,Belize2024,119115,23771.23046,16422.48877,10855.66896,68065.61181,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2025,Belize2025,120898,24486.72686,16715.65863,11239.58206,68456.03245,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2026,Belize2026,122629,25042.80616,16914.96522,11545.34404,69125.88458,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2027,Belize2027,124403,25764.42167,17209.34223,11932.62046,69496.61563,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2028,Belize2028,126163,26391.23917,17431.54052,12278.65776,70061.56256,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2029,Belize2029,127832,27021.59576,17650.6046,12628.02651,70531.77314,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Belize,84,2030,Belize2030,129369,27555.92166,17802.44678,12933.97222,71076.65933,0,0.944925215,Regional,0.63,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.03,0.03,0.4,2022,2025
Benin,204,2019,Benin2019,2798003,188350.1321,102804.6037,55896.32326,2450951.941,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2020,Benin2020,2883397,211879.5309,100886.2879,58543.77462,2512087.407,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2021,Benin2021,2969283,237848.8543,98507.97169,61305.56041,2571620.614,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2022,Benin2022,3057849,266697.4549,96609.16777,64178.94466,2630363.433,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2023,Benin2023,3149019,296449.2089,93579.75062,66692.81905,2692297.221,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2024,Benin2024,3242751,329330.2023,90370.01429,69305.69593,2753745.087,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2025,Benin2025,3338895,365186.0538,86264.82597,71900.48146,2815543.639,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2026,Benin2026,3434825,403055.3096,81110.67748,74276.67099,2876382.342,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2027,Benin2027,3533580,442632.0339,74950.98384,76419.45656,2939577.526,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2028,Benin2028,3634772,484927.0968,67699.66801,78430.70141,3003714.534,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2029,Benin2029,3737906,530089.4386,59315.67095,80303.20008,3068197.69,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Benin,204,2030,Benin2030,3842662,575287.9878,52707.6037,81665.48707,3133000.921,0,0.843057424,National,1,,0.565,0.3925,,,80.8% of Injectables are from the Public Sector and 80% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.04,0.02,0.4,2022,2025
Bhutan,64,2019,Bhutan2019,205442,28017.04128,19240.82187,31086.91566,127097.2212,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2020,Bhutan2020,207659,28707.95246,20121.4752,31435.74715,127393.8252,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2021,Bhutan2021,209634,29341.41154,21042.18121,31695.49205,127554.9152,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2022,Bhutan2022,211714,29949.60011,21935.65098,31918.06505,127910.6839,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2023,Bhutan2023,213765,30529.1035,22882.71019,32086.94824,128266.2381,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2024,Bhutan2024,215550,31018.81895,23746.17739,32153.9154,128631.0883,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2025,Bhutan2025,216950,31493.52183,24641.94521,32187.7018,128626.8312,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2026,Bhutan2026,218242,32053.3717,25588.76915,32300.30331,128299.5558,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2027,Bhutan2027,219096,32438.45379,26437.26527,32220.57948,127999.7015,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2028,Bhutan2028,219622,32814.19194,27254.33621,32127.08758,127426.3843,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2029,Bhutan2029,219975,33069.16978,28011.16913,31903.67253,126990.9886,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bhutan,64,2030,Bhutan2030,220217,33256.3906,28677.79286,31614.80633,126668.0102,1,0.882431186,Regional,0.675,regional average,0.4,0.4,"No data, global average","No data, global average","Data on public sector distribution is not available, using regional average.",0.16,0.08,0.01,0.03,0.4,2022,2025
Bolivia (Plurinational State of),68,2019,Bolivia (Plurinational State of)2019,2950644,424752.5878,294985.3568,284809.0831,1946096.972,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2020,Bolivia (Plurinational State of)2020,2999942,441324.8353,301576.6117,302590.9375,1954449.616,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2021,Bolivia (Plurinational State of)2021,3049786,454594.5039,305508.237,318611.5995,1971071.66,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2022,Bolivia (Plurinational State of)2022,3097277,468024.7409,309154.1751,335195.7806,1984902.303,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2023,Bolivia (Plurinational State of)2023,3142765,483166.1813,313277.8454,353300.4385,1993020.535,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2024,Bolivia (Plurinational State of)2024,3186984,498442.5075,317103.5729,372033.0162,1999404.903,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2025,Bolivia (Plurinational State of)2025,3230186,511923.2782,319355.6317,389899.716,2009007.374,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2026,Bolivia (Plurinational State of)2026,3272470,526672.6109,321825.3077,409098.7167,2014873.365,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2027,Bolivia (Plurinational State of)2027,3314212,540579.1788,323432.9647,428181.4748,2022018.382,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2028,Bolivia (Plurinational State of)2028,3354762,554333.8908,324356.8179,447473.9083,2028597.383,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
Bolivia (Plurinational State of),68,2029,Bolivia (Plurinational State of)2029,3393206,568299.3014,324805.1929,467240.6061,2032860.9,0,0.957349294,National,0.6,,0.4,0.4,"No data, global average","No data, global average",64.7% of Injectables are from the Public Sector and 1.1% of Public Sector Injectables are from Health Centers and Field Workers.,0.16,0.08,0.02,0.025,0.4,2022,2025
